coin,tf,strategy,gross,net,buyhold,cost_drag,n_trades,verdict
LINK,1h,adxhi__macd__obv,-0.402,-0.6528,1.9753,0.2508,181,signal_wrong
LINK,1h,adxhi__macd__mfi,-0.3132,-0.5597,1.9753,0.2465,148,signal_wrong
LINK,1h,adxhi__macd__bbw,-0.127,-0.4038,1.9753,0.2769,127,signal_wrong
LINK,1h,adxhi__bbrk__vol,-0.1407,-0.4964,1.9753,0.3557,178,signal_wrong
LINK,1h,adxhi__bbrk__obv,-0.194,-0.596,1.9753,0.402,230,signal_wrong
LINK,1h,adxhi__bbrk__mfi,-0.2242,-0.6052,1.9753,0.381,225,signal_wrong
LINK,1h,adxhi__bbrk__bbw,-0.2095,-0.605,1.9753,0.3955,231,signal_wrong
LINK,1h,adxhi__donch__vol,-0.1104,-0.458,1.9753,0.3476,165,signal_wrong
LINK,1h,adxhi__donch__obv,-0.2509,-0.6096,1.9753,0.3587,217,signal_wrong
LINK,1h,adxhi__donch__mfi,-0.2704,-0.6175,1.9753,0.3471,215,signal_wrong
LINK,1h,adxhi__donch__bbw,-0.1973,-0.5791,1.9753,0.3818,215,signal_wrong
LINK,1h,adxhi__stoch__vol,-0.1327,-0.1507,1.9753,0.0181,7,signal_wrong
LINK,1h,adxhi__stoch__obv,-0.0952,-0.1324,1.9753,0.0372,14,signal_wrong
LINK,1h,adxhi__stoch__mfi,-0.0183,-0.0359,1.9753,0.0176,6,signal_wrong
LINK,1h,adxhi__stoch__bbw,-0.1017,-0.1839,1.9753,0.0822,32,signal_wrong
LINK,1h,adxhi__cci__vol,-0.4059,-0.6074,1.9753,0.2015,138,signal_wrong
LINK,1h,adxhi__cci__obv,-0.2071,-0.6257,1.9753,0.4186,250,signal_wrong
LINK,1h,adxhi__cci__mfi,-0.2873,-0.6685,1.9753,0.3813,255,signal_wrong
LINK,1h,adxhi__cci__bbw,-0.3112,-0.6356,1.9753,0.3244,212,signal_wrong
LINK,1h,adxhi__wpr__vol,-0.2033,-0.3103,1.9753,0.107,48,signal_wrong
LINK,1h,adxhi__wpr__obv,0.2202,-0.0374,1.9753,0.2576,79,cost_killed
LINK,1h,adxhi__wpr__mfi,0.2211,0.0541,1.9753,0.167,49,ok
LINK,1h,adxhi__wpr__bbw,-0.0059,-0.2458,1.9753,0.24,92,signal_wrong
LINK,1h,adxhi__kelt__vol,0.0316,-0.3343,1.9753,0.3659,146,cost_killed
LINK,1h,adxhi__kelt__obv,-0.0905,-0.4826,1.9753,0.3922,188,signal_wrong
LINK,1h,adxhi__kelt__mfi,-0.1132,-0.4956,1.9753,0.3823,188,signal_wrong
LINK,1h,adxhi__kelt__bbw,-0.0897,-0.479,1.9753,0.3894,186,signal_wrong
LINK,1h,adxlo__rsi2__vol,-0.0359,-0.221,1.9753,0.1851,71,signal_wrong
LINK,1h,adxlo__rsi2__obv,0.0394,-0.1162,1.9753,0.1556,54,cost_killed
LINK,1h,adxlo__rsi2__mfi,0.1151,-0.2407,1.9753,0.3557,128,cost_killed
LINK,1h,adxlo__rsi2__bbw,0.0364,-0.3472,1.9753,0.3835,154,cost_killed
LINK,1h,adxlo__rsipb__vol,-0.1132,-0.3722,1.9753,0.259,115,signal_wrong
LINK,1h,adxlo__rsipb__obv,0.0354,-0.1404,1.9753,0.1758,62,cost_killed
LINK,1h,adxlo__rsipb__mfi,-0.0571,-0.3078,1.9753,0.2507,103,signal_wrong
LINK,1h,adxlo__rsipb__bbw,0.0419,-0.4419,1.9753,0.4838,208,cost_killed
LINK,1h,adxlo__macd__vol,-0.1358,-0.3182,1.9753,0.1824,79,signal_wrong
LINK,1h,adxlo__macd__obv,0.1038,-0.4347,1.9753,0.5385,223,cost_killed
LINK,1h,adxlo__macd__mfi,-0.0684,-0.4539,1.9753,0.3855,178,signal_wrong
LINK,1h,adxlo__macd__bbw,0.7749,0.1215,1.9753,0.6534,153,ok
LINK,1h,adxlo__bbrk__vol,0.0537,-0.3121,1.9753,0.3658,142,cost_killed
LINK,1h,adxlo__bbrk__obv,0.2412,-0.294,1.9753,0.5352,188,cost_killed
LINK,1h,adxlo__bbrk__mfi,0.1732,-0.3145,1.9753,0.4877,179,cost_killed
LINK,1h,adxlo__bbrk__bbw,0.1369,-0.363,1.9753,0.4999,193,cost_killed
LINK,1h,adxlo__donch__vol,0.2163,-0.1914,1.9753,0.4077,136,cost_killed
LINK,1h,adxlo__donch__obv,0.394,-0.1854,1.9753,0.5794,179,cost_killed
LINK,1h,adxlo__donch__mfi,0.4957,-0.1128,1.9753,0.6086,174,cost_killed
LINK,1h,adxlo__donch__bbw,0.4795,-0.1406,1.9753,0.6201,181,cost_killed
LINK,1h,adxlo__stoch__vol,-0.032,-0.0578,1.9753,0.0258,9,signal_wrong
LINK,1h,adxlo__stoch__obv,-0.1118,-0.1585,1.9753,0.0467,18,signal_wrong
LINK,1h,adxlo__stoch__mfi,-0.058,-0.0913,1.9753,0.0333,12,signal_wrong
LINK,1h,adxlo__stoch__bbw,-0.0901,-0.2074,1.9753,0.1174,46,signal_wrong
LINK,1h,adxlo__cci__vol,-0.1196,-0.4286,1.9753,0.309,144,signal_wrong
LINK,1h,adxlo__cci__obv,0.1796,-0.5046,1.9753,0.6841,289,cost_killed
LINK,1h,adxlo__cci__mfi,0.0571,-0.5614,1.9753,0.6185,293,cost_killed
LINK,1h,adxlo__cci__bbw,0.3603,-0.3858,1.9753,0.7461,265,cost_killed
LINK,1h,adxlo__wpr__vol,-0.0601,-0.1935,1.9753,0.1334,51,signal_wrong
LINK,1h,adxlo__wpr__obv,-0.0469,-0.257,1.9753,0.2101,83,signal_wrong
LINK,1h,adxlo__wpr__mfi,-0.1149,-0.2804,1.9753,0.1655,69,signal_wrong
LINK,1h,adxlo__wpr__bbw,-0.2303,-0.4852,1.9753,0.255,134,signal_wrong
LINK,1h,adxlo__kelt__vol,0.1443,-0.0587,1.9753,0.203,65,cost_killed
LINK,1h,adxlo__kelt__obv,0.2052,-0.0321,1.9753,0.2373,73,cost_killed
LINK,1h,adxlo__kelt__mfi,0.1493,-0.0797,1.9753,0.2291,74,cost_killed
LINK,1h,adxlo__kelt__bbw,0.1436,-0.0843,1.9753,0.2279,74,cost_killed
LINK,1h,cloud__rsi2__vol,-0.1344,-0.2528,1.9753,0.1185,49,signal_wrong
LINK,1h,cloud__rsi2__obv,0.1099,-0.2095,1.9753,0.3194,113,cost_killed
LINK,1h,cloud__rsi2__mfi,-0.0019,-0.4256,1.9753,0.4237,184,signal_wrong
LINK,1h,cloud__rsi2__bbw,0.0036,-0.1963,1.9753,0.1999,74,cost_killed
LINK,1h,cloud__rsipb__vol,-0.059,-0.1086,1.9753,0.0495,18,signal_wrong
LINK,1h,cloud__rsipb__obv,0.0039,-0.0258,1.9753,0.0297,10,cost_killed
LINK,1h,cloud__rsipb__mfi,-0.0525,-0.0861,1.9753,0.0336,12,signal_wrong
LINK,1h,cloud__rsipb__bbw,-0.0883,-0.213,1.9753,0.1247,49,signal_wrong
LINK,1h,cloud__macd__vol,0.0794,-0.2802,1.9753,0.3596,135,cost_killed
LINK,1h,cloud__macd__obv,0.4763,-0.4663,1.9753,0.9426,339,cost_killed
LINK,1h,cloud__macd__mfi,-0.0239,-0.6105,1.9753,0.5866,306,signal_wrong
LINK,1h,cloud__macd__bbw,0.7239,-0.2029,1.9753,0.9268,257,cost_killed
LINK,1h,cloud__bbrk__vol,0.5492,-0.3475,1.9753,0.8967,288,cost_killed
LINK,1h,cloud__bbrk__obv,0.8245,-0.3656,1.9753,1.1902,352,cost_killed
LINK,1h,cloud__bbrk__mfi,0.5548,-0.4546,1.9753,1.0094,349,cost_killed
LINK,1h,cloud__bbrk__bbw,0.629,-0.4354,1.9753,1.0644,353,cost_killed
LINK,1h,cloud__donch__vol,0.87,-0.1166,1.9753,0.9866,250,cost_killed
LINK,1h,cloud__donch__obv,0.9622,-0.2071,1.9753,1.1693,302,cost_killed
LINK,1h,cloud__donch__mfi,0.6684,-0.3177,1.9753,0.9861,298,cost_killed
LINK,1h,cloud__donch__bbw,1.0869,-0.1389,1.9753,1.2258,295,cost_killed
LINK,1h,cloud__stoch__vol,0.064,0.0388,1.9753,0.0252,8,ok
LINK,1h,cloud__stoch__obv,-0.0917,-0.1523,1.9753,0.0606,23,signal_wrong
LINK,1h,cloud__stoch__mfi,-0.0241,-0.0586,1.9753,0.0345,12,signal_wrong
LINK,1h,cloud__stoch__bbw,-0.1579,-0.2141,1.9753,0.0562,23,signal_wrong
LINK,1h,cloud__cci__vol,0.2616,-0.3635,1.9753,0.6251,228,cost_killed
LINK,1h,cloud__cci__obv,1.1692,-0.351,1.9753,1.5202,402,cost_killed
LINK,1h,cloud__cci__mfi,0.5581,-0.5282,1.9753,1.0864,398,cost_killed
LINK,1h,cloud__cci__bbw,0.8399,-0.3582,1.9753,1.1981,351,cost_killed
LINK,1h,cloud__wpr__vol,-0.1227,-0.2265,1.9753,0.1039,42,signal_wrong
LINK,1h,cloud__wpr__obv,-0.0689,-0.3544,1.9753,0.2855,122,signal_wrong
LINK,1h,cloud__wpr__mfi,-0.0862,-0.2834,1.9753,0.1972,81,signal_wrong
LINK,1h,cloud__wpr__bbw,-0.0324,-0.2614,1.9753,0.2291,90,signal_wrong
LINK,1h,cloud__kelt__vol,1.4753,0.355,1.9753,1.1204,201,ok
LINK,1h,cloud__kelt__obv,1.0008,-0.0111,1.9753,1.0119,235,cost_killed
LINK,1h,cloud__kelt__mfi,0.8423,-0.0896,1.9753,0.9318,235,cost_killed
LINK,1h,cloud__kelt__bbw,1.0879,0.035,1.9753,1.0529,234,ok
LINK,1h,triple_confirm_ema_rsi_vol,0.5816,-0.6444,1.9753,1.226,497,cost_killed
AVAX,1h,sma200__rsi2__vol,-0.0256,-0.1384,-0.2226,0.1128,41,signal_wrong
AVAX,1h,sma200__rsi2__obv,0.0525,-0.1495,-0.2226,0.2021,71,cost_killed
AVAX,1h,sma200__rsi2__mfi,-0.0247,-0.3258,-0.2226,0.3011,123,signal_wrong
AVAX,1h,sma200__rsi2__bbw,-0.1676,-0.3152,-0.2226,0.1477,65,signal_wrong
AVAX,1h,sma200__rsipb__vol,0.1814,0.0476,-0.2226,0.1338,40,ok
AVAX,1h,sma200__rsipb__obv,0.1098,0.0143,-0.2226,0.0955,30,ok
AVAX,1h,sma200__rsipb__mfi,-0.1164,-0.2235,-0.2226,0.1071,43,signal_wrong
AVAX,1h,sma200__rsipb__bbw,0.0402,-0.1989,-0.2226,0.2391,87,cost_killed
AVAX,1h,sma200__macd__vol,0.0249,-0.2305,-0.2226,0.2554,96,cost_killed
AVAX,1h,sma200__macd__obv,1.0356,-0.0138,-0.2226,1.0495,242,cost_killed
AVAX,1h,sma200__macd__mfi,1.654,0.3983,-0.2226,1.2557,214,ok
AVAX,1h,sma200__macd__bbw,0.5427,-0.0555,-0.2226,0.5983,164,cost_killed
AVAX,1h,sma200__bbrk__vol,0.1587,-0.3766,-0.2226,0.5353,207,cost_killed
AVAX,1h,sma200__bbrk__obv,0.6732,-0.2042,-0.2226,0.8775,248,cost_killed
AVAX,1h,sma200__bbrk__mfi,0.9692,-0.0378,-0.2226,1.0071,239,cost_killed
AVAX,1h,sma200__bbrk__bbw,0.9893,-0.0339,-0.2226,1.0231,241,cost_killed
AVAX,1h,sma200__donch__vol,0.8707,0.1081,-0.2226,0.7627,175,ok
AVAX,1h,sma200__donch__obv,1.1557,0.1737,-0.2226,0.982,203,ok
AVAX,1h,sma200__donch__mfi,1.1129,0.1572,-0.2226,0.9557,201,ok
AVAX,1h,sma200__donch__bbw,1.2731,0.2376,-0.2226,1.0355,203,ok
AVAX,1h,sma200__stoch__vol,-0.0432,-0.0547,-0.2226,0.0115,4,signal_wrong
AVAX,1h,sma200__stoch__obv,-0.0082,-0.066,-0.2226,0.0578,20,signal_wrong
AVAX,1h,sma200__stoch__mfi,-0.0372,-0.0572,-0.2226,0.02,7,signal_wrong
AVAX,1h,sma200__stoch__bbw,-0.0475,-0.1003,-0.2226,0.0528,19,signal_wrong
AVAX,1h,sma200__cci__vol,0.1302,-0.3309,-0.2226,0.4612,175,cost_killed
AVAX,1h,sma200__cci__obv,0.8735,-0.1859,-0.2226,1.0594,278,cost_killed
AVAX,1h,sma200__cci__mfi,0.7571,-0.2179,-0.2226,0.975,270,cost_killed
AVAX,1h,sma200__cci__bbw,0.7747,-0.1433,-0.2226,0.918,243,cost_killed
AVAX,1h,sma200__wpr__vol,0.0834,-0.0422,-0.2226,0.1256,41,cost_killed
AVAX,1h,sma200__wpr__obv,0.1253,-0.1616,-0.2226,0.2869,98,cost_killed
AVAX,1h,sma200__wpr__mfi,0.1308,-0.0641,-0.2226,0.1949,63,cost_killed
AVAX,1h,sma200__wpr__bbw,0.4126,0.1245,-0.2226,0.2882,76,ok
AVAX,1h,sma200__kelt__vol,0.1948,-0.2346,-0.2226,0.4294,149,cost_killed
AVAX,1h,sma200__kelt__obv,0.2819,-0.245,-0.2226,0.5269,177,cost_killed
AVAX,1h,sma200__kelt__mfi,0.3171,-0.2173,-0.2226,0.5344,174,cost_killed
AVAX,1h,sma200__kelt__bbw,0.3183,-0.2143,-0.2226,0.5326,173,cost_killed
AVAX,1h,gc__rsi2__vol,-0.0489,-0.179,-0.2226,0.1301,49,signal_wrong
AVAX,1h,gc__rsi2__obv,0.0011,-0.169,-0.2226,0.17,62,cost_killed
AVAX,1h,gc__rsi2__mfi,-0.105,-0.3664,-0.2226,0.2613,115,signal_wrong
AVAX,1h,gc__rsi2__bbw,-0.1189,-0.3154,-0.2226,0.1964,84,signal_wrong
AVAX,1h,gc__rsipb__vol,0.0286,-0.1436,-0.2226,0.1722,61,cost_killed
AVAX,1h,gc__rsipb__obv,0.0148,-0.1081,-0.2226,0.1228,43,cost_killed
AVAX,1h,gc__rsipb__mfi,-0.2504,-0.3815,-0.2226,0.1311,64,signal_wrong
AVAX,1h,gc__rsipb__bbw,-0.0679,-0.3577,-0.2226,0.2898,124,signal_wrong
AVAX,1h,gc__macd__vol,-0.1434,-0.3181,-0.2226,0.1747,76,signal_wrong
AVAX,1h,gc__macd__obv,0.4579,-0.2119,-0.2226,0.6698,205,cost_killed
AVAX,1h,gc__macd__mfi,1.0164,0.1782,-0.2226,0.8382,179,ok
AVAX,1h,gc__macd__bbw,0.2814,-0.1455,-0.2226,0.4268,135,cost_killed
AVAX,1h,gc__bbrk__vol,-0.0166,-0.3599,-0.2226,0.3432,143,signal_wrong
AVAX,1h,gc__bbrk__obv,0.3544,-0.1908,-0.2226,0.5452,172,cost_killed
AVAX,1h,gc__bbrk__mfi,0.5904,-0.0326,-0.2226,0.6229,166,cost_killed
AVAX,1h,gc__bbrk__bbw,0.7149,0.0433,-0.2226,0.6716,166,ok
AVAX,1h,gc__donch__vol,0.6694,0.1894,-0.2226,0.48,113,ok
AVAX,1h,gc__donch__obv,0.8524,0.2653,-0.2226,0.5871,127,ok
AVAX,1h,gc__donch__mfi,0.6335,0.1122,-0.2226,0.5212,128,ok
AVAX,1h,gc__donch__bbw,0.9504,0.3322,-0.2226,0.6182,127,ok
AVAX,1h,gc__stoch__vol,-0.0219,-0.0306,-0.2226,0.0088,3,signal_wrong
AVAX,1h,gc__stoch__obv,0.0091,-0.0497,-0.2226,0.0588,20,cost_killed
AVAX,1h,gc__stoch__mfi,-0.0372,-0.0572,-0.2226,0.02,7,signal_wrong
AVAX,1h,gc__stoch__bbw,0.0052,-0.0703,-0.2226,0.0754,26,cost_killed
AVAX,1h,gc__cci__vol,0.282,-0.1274,-0.2226,0.4094,128,cost_killed
AVAX,1h,gc__cci__obv,0.8228,-0.0241,-0.2226,0.8469,208,cost_killed
AVAX,1h,gc__cci__mfi,0.5506,-0.1773,-0.2226,0.7279,211,cost_killed
AVAX,1h,gc__cci__bbw,0.9497,0.1185,-0.2226,0.8312,185,ok
AVAX,1h,gc__wpr__vol,0.1314,-0.0146,-0.2226,0.146,46,cost_killed
AVAX,1h,gc__wpr__obv,0.2647,-0.0376,-0.2226,0.3023,91,cost_killed
AVAX,1h,gc__wpr__mfi,0.2262,0.021,-0.2226,0.2052,61,ok
AVAX,1h,gc__wpr__bbw,0.3293,0.0025,-0.2226,0.3269,94,ok
AVAX,1h,gc__kelt__vol,0.0923,-0.1882,-0.2226,0.2805,99,cost_killed
AVAX,1h,gc__kelt__obv,0.0992,-0.225,-0.2226,0.3242,117,cost_killed
AVAX,1h,gc__kelt__mfi,0.0983,-0.2234,-0.2226,0.3216,116,cost_killed
AVAX,1h,gc__kelt__bbw,0.1894,-0.1486,-0.2226,0.3381,112,cost_killed
AVAX,1h,ema__rsi2__vol,-0.0015,-0.1808,-0.2226,0.1793,66,signal_wrong
AVAX,1h,ema__rsi2__obv,-0.0074,-0.2802,-0.2226,0.2728,107,signal_wrong
AVAX,1h,ema__rsi2__mfi,-0.1151,-0.5028,-0.2226,0.3878,192,signal_wrong
AVAX,1h,ema__rsi2__bbw,-0.1401,-0.3651,-0.2226,0.225,101,signal_wrong
AVAX,1h,ema__rsipb__vol,0.067,-0.0364,-0.2226,0.1035,34,cost_killed
AVAX,1h,ema__rsipb__obv,-0.0969,-0.1469,-0.2226,0.0501,19,signal_wrong
AVAX,1h,ema__rsipb__mfi,-0.2204,-0.3087,-0.2226,0.0884,40,signal_wrong
AVAX,1h,ema__rsipb__bbw,-0.0908,-0.2386,-0.2226,0.1477,59,signal_wrong
AVAX,1h,ema__macd__vol,0.6675,0.2866,-0.2226,0.3809,87,ok
AVAX,1h,ema__macd__obv,1.5277,0.3045,-0.2226,1.2233,221,ok
AVAX,1h,ema__macd__mfi,1.7539,0.4954,-0.2226,1.2586,204,ok
AVAX,1h,ema__macd__bbw,1.2417,0.3935,-0.2226,0.8482,159,ok
AVAX,1h,ema__bbrk__vol,1.1232,0.07,-0.2226,1.0533,229,ok
AVAX,1h,ema__bbrk__obv,2.113,0.3497,-0.2226,1.7632,279,ok
AVAX,1h,ema__bbrk__mfi,2.3603,0.4968,-0.2226,1.8634,270,ok
AVAX,1h,ema__bbrk__bbw,2.8356,0.6985,-0.2226,2.1371,272,ok
AVAX,1h,ema__donch__vol,1.0855,0.1604,-0.2226,0.9251,196,ok
AVAX,1h,ema__donch__obv,0.992,-0.0083,-0.2226,1.0003,233,cost_killed
AVAX,1h,ema__donch__mfi,1.1334,0.0749,-0.2226,1.0585,229,ok
AVAX,1h,ema__donch__bbw,1.2818,0.1463,-0.2226,1.1355,230,ok
AVAX,1h,ema__stoch__vol,-0.0269,-0.0327,-0.2226,0.0059,2,signal_wrong
AVAX,1h,ema__stoch__obv,-0.0204,-0.0494,-0.2226,0.029,10,signal_wrong
AVAX,1h,ema__stoch__mfi,-0.0641,-0.0863,-0.2226,0.0222,8,signal_wrong
AVAX,1h,ema__stoch__bbw,-0.0463,-0.0745,-0.2226,0.0282,10,signal_wrong
AVAX,1h,ema__cci__vol,0.5292,-0.1212,-0.2226,0.6504,185,cost_killed
AVAX,1h,ema__cci__obv,1.3196,-0.1139,-0.2226,1.4334,321,cost_killed
AVAX,1h,ema__cci__mfi,1.3281,-0.089,-0.2226,1.4171,313,cost_killed
AVAX,1h,ema__cci__bbw,0.9024,-0.1949,-0.2226,1.0973,287,cost_killed
AVAX,1h,ema__wpr__vol,0.042,-0.0478,-0.2226,0.0898,30,cost_killed
AVAX,1h,ema__wpr__obv,0.0459,-0.2207,-0.2226,0.2667,98,cost_killed
AVAX,1h,ema__wpr__mfi,0.0423,-0.1243,-0.2226,0.1666,58,cost_killed
AVAX,1h,ema__wpr__bbw,0.3906,0.1789,-0.2226,0.2116,55,ok
AVAX,1h,ema__kelt__vol,0.8427,0.1252,-0.2226,0.7175,165,ok
AVAX,1h,ema__kelt__obv,0.6531,-0.0522,-0.2226,0.7053,186,cost_killed
AVAX,1h,ema__kelt__mfi,0.6449,-0.0513,-0.2226,0.6962,184,cost_killed
AVAX,1h,ema__kelt__bbw,0.6949,-0.0224,-0.2226,0.7173,184,cost_killed
AVAX,1h,st__rsi2__vol,-0.1174,-0.2825,-0.2226,0.1651,69,signal_wrong
AVAX,1h,st__rsi2__obv,0.0525,-0.2134,-0.2226,0.266,97,cost_killed
AVAX,1h,st__rsi2__mfi,-0.09,-0.4732,-0.2226,0.3832,182,signal_wrong
AVAX,1h,st__rsi2__bbw,-0.1732,-0.4058,-0.2226,0.2327,110,signal_wrong
AVAX,1h,st__rsipb__vol,0.1087,-0.0458,-0.2226,0.1545,50,cost_killed
AVAX,1h,st__rsipb__obv,0.1467,0.0199,-0.2226,0.1268,39,ok
AVAX,1h,st__rsipb__mfi,-0.2197,-0.3285,-0.2226,0.1089,50,signal_wrong
AVAX,1h,st__rsipb__bbw,0.0213,-0.2324,-0.2226,0.2537,95,cost_killed
AVAX,1h,st__macd__vol,0.2964,-0.0176,-0.2226,0.3141,93,cost_killed
AVAX,1h,st__macd__obv,1.7127,0.3957,-0.2226,1.3169,222,ok
AVAX,1h,st__macd__mfi,2.3366,0.8615,-0.2226,1.4751,195,ok
AVAX,1h,st__macd__bbw,1.2255,0.4129,-0.2226,0.8126,152,ok
AVAX,1h,st__bbrk__vol,0.7393,-0.1522,-0.2226,0.8915,240,cost_killed
AVAX,1h,st__bbrk__obv,1.337,0.0009,-0.2226,1.3361,283,ok
AVAX,1h,st__bbrk__mfi,1.6892,0.1797,-0.2226,1.5095,275,ok
AVAX,1h,st__bbrk__bbw,2.0608,0.3428,-0.2226,1.7179,275,ok
AVAX,1h,st__donch__vol,1.2271,0.2388,-0.2226,0.9883,196,ok
AVAX,1h,st__donch__obv,1.0326,0.033,-0.2226,0.9996,226,ok
AVAX,1h,st__donch__mfi,1.1035,0.0754,-0.2226,1.0281,224,ok
AVAX,1h,st__donch__bbw,1.0315,0.0325,-0.2226,0.999,226,ok
AVAX,1h,st__stoch__vol,-0.0094,-0.0212,-0.2226,0.0118,4,signal_wrong
AVAX,1h,st__stoch__obv,0.1077,0.0494,-0.2226,0.0583,18,ok
AVAX,1h,st__stoch__mfi,0.0101,-0.0139,-0.2226,0.024,8,cost_killed
AVAX,1h,st__stoch__bbw,-0.0095,-0.0728,-0.2226,0.0633,22,signal_wrong
AVAX,1h,st__cci__vol,0.1758,-0.3346,-0.2226,0.5104,190,cost_killed
AVAX,1h,st__cci__obv,0.7783,-0.2612,-0.2226,1.0396,293,cost_killed
AVAX,1h,st__cci__mfi,0.6693,-0.296,-0.2226,0.9653,288,cost_killed
AVAX,1h,st__cci__bbw,1.1463,-0.0153,-0.2226,1.1616,260,cost_killed
AVAX,1h,st__wpr__vol,0.1156,0.0012,-0.2226,0.1144,36,ok
AVAX,1h,st__wpr__obv,0.1676,-0.1481,-0.2226,0.3157,105,cost_killed
AVAX,1h,st__wpr__mfi,0.2373,0.0333,-0.2226,0.204,60,ok
AVAX,1h,st__wpr__bbw,0.6196,0.2893,-0.2226,0.3303,76,ok
AVAX,1h,st__kelt__vol,0.6491,-0.0081,-0.2226,0.6572,170,cost_killed
AVAX,1h,st__kelt__obv,0.5021,-0.1517,-0.2226,0.6539,191,cost_killed
AVAX,1h,st__kelt__mfi,0.4947,-0.1509,-0.2226,0.6456,189,cost_killed
AVAX,1h,st__kelt__bbw,0.5688,-0.1087,-0.2226,0.6775,189,cost_killed
AVAX,1h,adxhi__rsi2__vol,0.0433,-0.0858,-0.2226,0.129,44,cost_killed
AVAX,1h,adxhi__rsi2__obv,0.1951,-0.0048,-0.2226,0.1999,61,cost_killed
AVAX,1h,adxhi__rsi2__mfi,0.0371,-0.2478,-0.2226,0.285,107,cost_killed
AVAX,1h,adxhi__rsi2__bbw,0.1336,-0.0673,-0.2226,0.2009,65,cost_killed
AVAX,1h,adxhi__rsipb__vol,-0.0341,-0.2125,-0.2226,0.1783,68,signal_wrong
AVAX,1h,adxhi__rsipb__obv,0.4289,0.2042,-0.2226,0.2247,57,ok
AVAX,1h,adxhi__rsipb__mfi,-0.1601,-0.311,-0.2226,0.1509,66,signal_wrong
AVAX,1h,adxhi__rsipb__bbw,0.0779,-0.2942,-0.2226,0.3721,141,cost_killed
AVAX,1h,adxhi__macd__vol,-0.018,-0.1599,-0.2226,0.1419,52,signal_wrong
AVAX,1h,adxhi__macd__obv,0.3529,-0.059,-0.2226,0.4119,121,cost_killed
AVAX,1h,adxhi__macd__mfi,0.1674,-0.1035,-0.2226,0.2709,88,cost_killed
AVAX,1h,adxhi__macd__bbw,0.3116,0.0536,-0.2226,0.258,73,ok
AVAX,1h,adxhi__bbrk__vol,-0.053,-0.3855,-0.2226,0.3325,144,signal_wrong
AVAX,1h,adxhi__bbrk__obv,-0.1536,-0.5086,-0.2226,0.355,181,signal_wrong
AVAX,1h,adxhi__bbrk__mfi,-0.1502,-0.4976,-0.2226,0.3475,175,signal_wrong
AVAX,1h,adxhi__bbrk__bbw,-0.0351,-0.4313,-0.2226,0.3962,176,signal_wrong
AVAX,1h,adxhi__donch__vol,-0.0581,-0.3701,-0.2226,0.312,134,signal_wrong
AVAX,1h,adxhi__donch__obv,-0.1118,-0.4749,-0.2226,0.3631,175,signal_wrong
AVAX,1h,adxhi__donch__mfi,-0.151,-0.4951,-0.2226,0.3441,173,signal_wrong
AVAX,1h,adxhi__donch__bbw,-0.091,-0.4561,-0.2226,0.3651,171,signal_wrong
AVAX,1h,adxhi__stoch__vol,-0.0559,-0.0783,-0.2226,0.0225,8,signal_wrong
AVAX,1h,adxhi__stoch__obv,0.1127,0.0862,-0.2226,0.0264,8,ok
AVAX,1h,adxhi__stoch__mfi,-0.0074,-0.0104,-0.2226,0.003,1,signal_wrong
AVAX,1h,adxhi__stoch__bbw,0.014,-0.0423,-0.2226,0.0563,19,cost_killed
AVAX,1h,adxhi__cci__vol,-0.1262,-0.3431,-0.2226,0.2169,95,signal_wrong
AVAX,1h,adxhi__cci__obv,-0.1399,-0.531,-0.2226,0.3911,202,signal_wrong
AVAX,1h,adxhi__cci__mfi,-0.1675,-0.5434,-0.2226,0.3759,200,signal_wrong
AVAX,1h,adxhi__cci__bbw,0.1468,-0.2906,-0.2226,0.4374,160,cost_killed
AVAX,1h,adxhi__wpr__vol,0.1369,0.0205,-0.2226,0.1165,36,ok
AVAX,1h,adxhi__wpr__obv,0.3131,0.1098,-0.2226,0.2033,56,ok
AVAX,1h,adxhi__wpr__mfi,0.005,-0.0788,-0.2226,0.0838,29,cost_killed
AVAX,1h,adxhi__wpr__bbw,0.1039,-0.1028,-0.2226,0.2066,69,cost_killed
AVAX,1h,adxhi__kelt__vol,0.027,-0.2943,-0.2226,0.3213,125,cost_killed
AVAX,1h,adxhi__kelt__obv,0.0503,-0.3274,-0.2226,0.3777,149,cost_killed
AVAX,1h,adxhi__kelt__mfi,0.0682,-0.3139,-0.2226,0.3821,148,cost_killed
AVAX,1h,adxhi__kelt__bbw,0.0487,-0.3285,-0.2226,0.3772,149,cost_killed
AVAX,1h,adxlo__rsi2__vol,0.0803,-0.0561,-0.2226,0.1364,45,cost_killed
AVAX,1h,adxlo__rsi2__obv,-0.1025,-0.1945,-0.2226,0.092,36,signal_wrong
AVAX,1h,adxlo__rsi2__mfi,-0.1368,-0.3453,-0.2226,0.2085,92,signal_wrong
AVAX,1h,adxlo__rsi2__bbw,0.0324,-0.2625,-0.2226,0.2948,112,cost_killed
AVAX,1h,adxlo__rsipb__vol,0.1348,-0.0637,-0.2226,0.1985,64,cost_killed
AVAX,1h,adxlo__rsipb__obv,-0.0724,-0.1921,-0.2226,0.1198,46,signal_wrong
AVAX,1h,adxlo__rsipb__mfi,-0.2696,-0.4443,-0.2226,0.1747,91,signal_wrong
AVAX,1h,adxlo__rsipb__bbw,-0.2844,-0.5562,-0.2226,0.2718,159,signal_wrong
