coin,tf,strategy,gross,net,buyhold,cost_drag,n_trades,verdict
BTC,1h,ema__cci__mfi,1.0501,-0.5499,3.1668,1.6,505,cost_killed
BTC,1h,ema__cci__bbw,1.3226,-0.4568,3.1668,1.7794,484,cost_killed
BTC,1h,ema__wpr__vol,0.0413,-0.1304,3.1668,0.1716,60,cost_killed
BTC,1h,ema__wpr__obv,-0.0705,-0.4335,3.1668,0.3631,165,signal_wrong
BTC,1h,ema__wpr__mfi,0.1107,-0.1549,3.1668,0.2656,91,cost_killed
BTC,1h,ema__wpr__bbw,0.2261,-0.108,3.1668,0.3342,106,cost_killed
BTC,1h,ema__kelt__vol,1.5585,0.1756,3.1668,1.3828,259,ok
BTC,1h,ema__kelt__obv,1.2437,-0.0492,3.1668,1.2929,286,cost_killed
BTC,1h,ema__kelt__mfi,1.1367,-0.0946,3.1668,1.2313,286,cost_killed
BTC,1h,ema__kelt__bbw,0.984,-0.1618,3.1668,1.1458,287,cost_killed
BTC,1h,st__rsi2__vol,-0.0522,-0.3147,3.1668,0.2625,108,signal_wrong
BTC,1h,st__rsi2__obv,0.0961,-0.2971,3.1668,0.3933,148,cost_killed
BTC,1h,st__rsi2__mfi,0.0842,-0.4804,3.1668,0.5646,245,cost_killed
BTC,1h,st__rsi2__bbw,0.0372,-0.4119,3.1668,0.4491,189,cost_killed
BTC,1h,st__rsipb__vol,-0.0943,-0.2898,3.1668,0.1955,81,signal_wrong
BTC,1h,st__rsipb__obv,-0.0447,-0.1529,3.1668,0.1082,40,signal_wrong
BTC,1h,st__rsipb__mfi,-0.0044,-0.1623,3.1668,0.1579,58,signal_wrong
BTC,1h,st__rsipb__bbw,-0.1351,-0.4504,3.1668,0.3153,151,signal_wrong
BTC,1h,st__macd__vol,0.5812,-0.1034,3.1668,0.6845,189,cost_killed
BTC,1h,st__macd__obv,0.9281,-0.3764,3.1668,1.3045,376,cost_killed
BTC,1h,st__macd__mfi,0.5237,-0.4239,3.1668,0.9476,324,cost_killed
BTC,1h,st__macd__bbw,1.1097,-0.1032,3.1668,1.2128,285,cost_killed
BTC,1h,st__bbrk__vol,0.9602,-0.403,3.1668,1.3632,396,cost_killed
BTC,1h,st__bbrk__obv,0.497,-0.6316,3.1668,1.1286,467,cost_killed
BTC,1h,st__bbrk__mfi,0.4883,-0.6282,3.1668,1.1165,462,cost_killed
BTC,1h,st__bbrk__bbw,0.5433,-0.6214,3.1668,1.1646,468,cost_killed
BTC,1h,st__donch__vol,0.4465,-0.4516,3.1668,0.8981,323,cost_killed
BTC,1h,st__donch__obv,0.1848,-0.6005,3.1668,0.7853,362,cost_killed
BTC,1h,st__donch__mfi,0.3467,-0.5376,3.1668,0.8843,356,cost_killed
BTC,1h,st__donch__bbw,0.2224,-0.5878,3.1668,0.8102,362,cost_killed
BTC,1h,st__stoch__vol,0.0011,-0.0373,3.1668,0.0383,13,cost_killed
BTC,1h,st__stoch__obv,-0.0327,-0.116,3.1668,0.0833,30,signal_wrong
BTC,1h,st__stoch__mfi,-0.0435,-0.0746,3.1668,0.0311,11,signal_wrong
BTC,1h,st__stoch__bbw,0.0501,-0.0432,3.1668,0.0933,31,cost_killed
BTC,1h,st__cci__vol,0.63,-0.402,3.1668,1.0319,334,cost_killed
BTC,1h,st__cci__obv,0.4174,-0.6793,3.1668,1.0968,495,cost_killed
BTC,1h,st__cci__mfi,0.1393,-0.7312,3.1668,0.8705,481,cost_killed
BTC,1h,st__cci__bbw,0.5704,-0.6089,3.1668,1.1793,463,cost_killed
BTC,1h,st__wpr__vol,0.0061,-0.1772,3.1668,0.1833,67,cost_killed
BTC,1h,st__wpr__obv,-0.0608,-0.4346,3.1668,0.3737,169,signal_wrong
BTC,1h,st__wpr__mfi,0.0713,-0.1775,3.1668,0.2488,88,cost_killed
BTC,1h,st__wpr__bbw,0.2249,-0.2239,3.1668,0.4488,152,cost_killed
BTC,1h,st__kelt__vol,1.3125,0.0342,3.1668,1.2782,268,ok
BTC,1h,st__kelt__obv,0.9811,-0.1829,3.1668,1.164,295,cost_killed
BTC,1h,st__kelt__mfi,0.9145,-0.208,3.1668,1.1225,294,cost_killed
BTC,1h,st__kelt__bbw,0.7275,-0.2897,3.1668,1.0172,296,cost_killed
BTC,1h,adxhi__rsi2__vol,-0.0687,-0.2498,3.1668,0.1811,72,signal_wrong
BTC,1h,adxhi__rsi2__obv,0.1464,-0.1091,3.1668,0.2555,84,cost_killed
BTC,1h,adxhi__rsi2__mfi,0.0836,-0.3072,3.1668,0.3908,149,cost_killed
BTC,1h,adxhi__rsi2__bbw,-0.0089,-0.2458,3.1668,0.2369,91,signal_wrong
BTC,1h,adxhi__rsipb__vol,-0.0877,-0.3304,3.1668,0.2426,103,signal_wrong
BTC,1h,adxhi__rsipb__obv,-0.1859,-0.3842,3.1668,0.1983,93,signal_wrong
BTC,1h,adxhi__rsipb__mfi,-0.201,-0.4047,3.1668,0.2037,98,signal_wrong
BTC,1h,adxhi__rsipb__bbw,-0.0669,-0.4515,3.1668,0.3846,177,signal_wrong
BTC,1h,adxhi__macd__vol,0.064,-0.2214,3.1668,0.2854,104,cost_killed
BTC,1h,adxhi__macd__obv,0.0175,-0.4162,3.1668,0.4337,185,cost_killed
BTC,1h,adxhi__macd__mfi,0.2167,-0.2128,3.1668,0.4295,145,cost_killed
BTC,1h,adxhi__macd__bbw,0.1569,-0.1979,3.1668,0.3548,122,cost_killed
BTC,1h,adxhi__bbrk__vol,0.688,-0.1713,3.1668,0.8593,237,cost_killed
BTC,1h,adxhi__bbrk__obv,0.726,-0.2619,3.1668,0.9879,283,cost_killed
BTC,1h,adxhi__bbrk__mfi,0.7014,-0.2636,3.1668,0.965,279,cost_killed
BTC,1h,adxhi__bbrk__bbw,0.753,-0.2413,3.1668,0.9943,279,cost_killed
BTC,1h,adxhi__donch__vol,0.2892,-0.3075,3.1668,0.5966,207,cost_killed
BTC,1h,adxhi__donch__obv,0.0964,-0.4886,3.1668,0.585,254,cost_killed
BTC,1h,adxhi__donch__mfi,0.2493,-0.4031,3.1668,0.6523,246,cost_killed
BTC,1h,adxhi__donch__bbw,0.1328,-0.4684,3.1668,0.6013,252,cost_killed
BTC,1h,adxhi__stoch__vol,-0.0096,-0.0332,3.1668,0.0235,8,signal_wrong
BTC,1h,adxhi__stoch__obv,-0.0403,-0.0771,3.1668,0.0368,13,signal_wrong
BTC,1h,adxhi__stoch__mfi,-0.0093,-0.0211,3.1668,0.0118,4,signal_wrong
BTC,1h,adxhi__stoch__bbw,-0.0403,-0.1017,3.1668,0.0614,22,signal_wrong
BTC,1h,adxhi__cci__vol,-0.0781,-0.471,3.1668,0.3929,185,signal_wrong
BTC,1h,adxhi__cci__obv,-0.2249,-0.6936,3.1668,0.4687,309,signal_wrong
BTC,1h,adxhi__cci__mfi,-0.1948,-0.6797,3.1668,0.4849,307,signal_wrong
BTC,1h,adxhi__cci__bbw,-0.3176,-0.6827,3.1668,0.3651,255,signal_wrong
BTC,1h,adxhi__wpr__vol,-0.1144,-0.2693,3.1668,0.1549,64,signal_wrong
BTC,1h,adxhi__wpr__obv,-0.1651,-0.3473,3.1668,0.1822,82,signal_wrong
BTC,1h,adxhi__wpr__mfi,-0.0643,-0.1899,3.1668,0.1257,48,signal_wrong
BTC,1h,adxhi__wpr__bbw,0.2079,-0.0696,3.1668,0.2775,87,cost_killed
BTC,1h,adxhi__kelt__vol,1.0096,0.1533,3.1668,0.8563,185,ok
BTC,1h,adxhi__kelt__obv,0.7699,-0.0746,3.1668,0.8445,216,cost_killed
BTC,1h,adxhi__kelt__mfi,0.8109,-0.0474,3.1668,0.8583,214,cost_killed
BTC,1h,adxhi__kelt__bbw,0.6124,-0.1519,3.1668,0.7642,214,cost_killed
BTC,1h,adxlo__rsi2__vol,-0.012,-0.2638,3.1668,0.2518,98,signal_wrong
BTC,1h,adxlo__rsi2__obv,0.0116,-0.1851,3.1668,0.1967,72,cost_killed
BTC,1h,adxlo__rsi2__mfi,-0.0453,-0.3558,3.1668,0.3105,131,signal_wrong
BTC,1h,adxlo__rsi2__bbw,-0.0576,-0.5058,3.1668,0.4483,215,signal_wrong
BTC,1h,adxlo__rsipb__vol,-0.0872,-0.4004,3.1668,0.3132,140,signal_wrong
BTC,1h,adxlo__rsipb__obv,-0.088,-0.2675,3.1668,0.1795,73,signal_wrong
BTC,1h,adxlo__rsipb__mfi,-0.0702,-0.2945,3.1668,0.2243,92,signal_wrong
BTC,1h,adxlo__rsipb__bbw,-0.1294,-0.5878,3.1668,0.4583,249,signal_wrong
BTC,1h,adxlo__macd__vol,0.0591,-0.2203,3.1668,0.2793,102,cost_killed
BTC,1h,adxlo__macd__obv,-0.0789,-0.6132,3.1668,0.5343,289,signal_wrong
BTC,1h,adxlo__macd__mfi,-0.0427,-0.52,3.1668,0.4774,230,signal_wrong
BTC,1h,adxlo__macd__bbw,0.1708,-0.34,3.1668,0.5108,191,cost_killed
BTC,1h,adxlo__bbrk__vol,0.0187,-0.4478,3.1668,0.4666,204,cost_killed
BTC,1h,adxlo__bbrk__obv,-0.0638,-0.5788,3.1668,0.515,266,signal_wrong
BTC,1h,adxlo__bbrk__mfi,-0.0755,-0.5778,3.1668,0.5023,261,signal_wrong
BTC,1h,adxlo__bbrk__bbw,-0.0446,-0.5753,3.1668,0.5307,270,signal_wrong
BTC,1h,adxlo__donch__vol,0.0083,-0.402,3.1668,0.4103,174,cost_killed
BTC,1h,adxlo__donch__obv,0.069,-0.4188,3.1668,0.4879,203,cost_killed
BTC,1h,adxlo__donch__mfi,0.1222,-0.3862,3.1668,0.5084,201,cost_killed
BTC,1h,adxlo__donch__bbw,0.1023,-0.4007,3.1668,0.5031,203,cost_killed
BTC,1h,adxlo__stoch__vol,0.0163,-0.0343,3.1668,0.0506,17,cost_killed
BTC,1h,adxlo__stoch__obv,-0.0349,-0.0993,3.1668,0.0644,23,signal_wrong
BTC,1h,adxlo__stoch__mfi,-0.0289,-0.0548,3.1668,0.0259,9,signal_wrong
BTC,1h,adxlo__stoch__bbw,0.0161,-0.115,3.1668,0.1311,46,cost_killed
BTC,1h,adxlo__cci__vol,0.1937,-0.3312,3.1668,0.5249,193,cost_killed
BTC,1h,adxlo__cci__obv,0.3533,-0.557,3.1668,0.9103,372,cost_killed
BTC,1h,adxlo__cci__mfi,0.4016,-0.5024,3.1668,0.904,345,cost_killed
BTC,1h,adxlo__cci__bbw,0.2274,-0.5695,3.1668,0.7969,349,cost_killed
BTC,1h,adxlo__wpr__vol,-0.0787,-0.2755,3.1668,0.1968,80,signal_wrong
BTC,1h,adxlo__wpr__obv,0.0143,-0.2797,3.1668,0.294,114,cost_killed
BTC,1h,adxlo__wpr__mfi,-0.065,-0.2377,3.1668,0.1727,68,signal_wrong
BTC,1h,adxlo__wpr__bbw,-0.085,-0.4307,3.1668,0.3456,158,signal_wrong
BTC,1h,adxlo__kelt__vol,0.0158,-0.2454,3.1668,0.2612,99,cost_killed
BTC,1h,adxlo__kelt__obv,0.0178,-0.2685,3.1668,0.2863,110,cost_killed
BTC,1h,adxlo__kelt__mfi,-0.0207,-0.2962,3.1668,0.2755,110,signal_wrong
BTC,1h,adxlo__kelt__bbw,-0.0221,-0.2993,3.1668,0.2771,111,signal_wrong
BTC,1h,cloud__rsi2__vol,-0.0653,-0.2379,3.1668,0.1726,68,signal_wrong
BTC,1h,cloud__rsi2__obv,0.1202,-0.2233,3.1668,0.3436,122,cost_killed
BTC,1h,cloud__rsi2__mfi,0.0461,-0.4086,3.1668,0.4548,190,cost_killed
BTC,1h,cloud__rsi2__bbw,0.0807,-0.2138,3.1668,0.2946,106,cost_killed
BTC,1h,cloud__rsipb__vol,0.0161,-0.0797,3.1668,0.0958,33,cost_killed
BTC,1h,cloud__rsipb__obv,-0.0039,-0.0334,3.1668,0.0295,10,signal_wrong
BTC,1h,cloud__rsipb__mfi,0.0203,-0.0333,3.1668,0.0537,18,cost_killed
BTC,1h,cloud__rsipb__bbw,0.1465,-0.0309,3.1668,0.1774,56,cost_killed
BTC,1h,cloud__macd__vol,0.9043,0.0799,3.1668,0.8244,189,ok
BTC,1h,cloud__macd__obv,1.6936,-0.2179,3.1668,1.9115,412,cost_killed
BTC,1h,cloud__macd__mfi,0.7239,-0.3806,3.1668,1.1045,341,cost_killed
BTC,1h,cloud__macd__bbw,1.2075,-0.1001,3.1668,1.3076,299,cost_killed
BTC,1h,cloud__bbrk__vol,1.8079,-0.0808,3.1668,1.8887,372,cost_killed
BTC,1h,cloud__bbrk__obv,1.0302,-0.4693,3.1668,1.4995,447,cost_killed
BTC,1h,cloud__bbrk__mfi,1.0382,-0.4608,3.1668,1.4991,443,cost_killed
BTC,1h,cloud__bbrk__bbw,1.1459,-0.4391,3.1668,1.585,447,cost_killed
BTC,1h,cloud__donch__vol,0.622,-0.3849,3.1668,1.0069,323,cost_killed
BTC,1h,cloud__donch__obv,0.4774,-0.5062,3.1668,0.9836,365,cost_killed
BTC,1h,cloud__donch__mfi,0.4258,-0.5205,3.1668,0.9463,363,cost_killed
BTC,1h,cloud__donch__bbw,0.462,-0.5128,3.1668,0.9748,366,cost_killed
BTC,1h,cloud__stoch__vol,0.0244,-0.0089,3.1668,0.0333,11,cost_killed
BTC,1h,cloud__stoch__obv,-0.0138,-0.1015,3.1668,0.0877,31,signal_wrong
BTC,1h,cloud__stoch__mfi,-0.0565,-0.0871,3.1668,0.0307,11,signal_wrong
BTC,1h,cloud__stoch__bbw,0.0796,0.0015,3.1668,0.0781,25,ok
BTC,1h,cloud__cci__vol,1.448,-0.0688,3.1668,1.5168,322,cost_killed
BTC,1h,cloud__cci__obv,1.7992,-0.3629,3.1668,2.162,493,cost_killed
BTC,1h,cloud__cci__mfi,0.95,-0.5371,3.1668,1.4871,479,cost_killed
BTC,1h,cloud__cci__bbw,1.4932,-0.3658,3.1668,1.859,456,cost_killed
BTC,1h,cloud__wpr__vol,0.0053,-0.14,3.1668,0.1453,52,cost_killed
BTC,1h,cloud__wpr__obv,-0.1258,-0.4377,3.1668,0.3119,147,signal_wrong
BTC,1h,cloud__wpr__mfi,0.087,-0.14,3.1668,0.227,78,cost_killed
BTC,1h,cloud__wpr__bbw,0.1206,-0.1725,3.1668,0.2931,101,cost_killed
BTC,1h,cloud__kelt__vol,1.5309,0.17,3.1668,1.3609,257,ok
BTC,1h,cloud__kelt__obv,1.063,-0.1284,3.1668,1.1914,287,cost_killed
BTC,1h,cloud__kelt__mfi,0.9747,-0.1658,3.1668,1.1405,287,cost_killed
BTC,1h,cloud__kelt__bbw,0.8853,-0.2011,3.1668,1.0865,286,cost_killed
BTC,1h,triple_confirm_ema_rsi_vol,1.3045,-0.6596,3.1668,1.9641,637,cost_killed
ETH,1h,sma200__rsi2__vol,-0.0011,-0.2444,1.8758,0.2433,93,signal_wrong
ETH,1h,sma200__rsi2__obv,0.0298,-0.2731,1.8758,0.3029,116,cost_killed
ETH,1h,sma200__rsi2__mfi,0.1136,-0.4089,1.8758,0.5226,211,cost_killed
ETH,1h,sma200__rsi2__bbw,-0.0648,-0.4075,1.8758,0.3427,152,signal_wrong
ETH,1h,sma200__rsipb__vol,0.1281,-0.1127,1.8758,0.2409,80,cost_killed
ETH,1h,sma200__rsipb__obv,0.0378,-0.1015,1.8758,0.1393,48,cost_killed
ETH,1h,sma200__rsipb__mfi,0.1889,-0.0334,1.8758,0.2224,69,cost_killed
ETH,1h,sma200__rsipb__bbw,-0.0914,-0.4818,1.8758,0.3904,187,signal_wrong
ETH,1h,sma200__macd__vol,1.0669,0.2485,1.8758,0.8184,168,ok
ETH,1h,sma200__macd__obv,0.8551,-0.4229,1.8758,1.278,389,cost_killed
ETH,1h,sma200__macd__mfi,0.9706,-0.2414,1.8758,1.212,318,cost_killed
ETH,1h,sma200__macd__bbw,0.9056,-0.081,1.8758,0.9865,243,cost_killed
ETH,1h,sma200__bbrk__vol,2.3875,0.1669,1.8758,2.2206,355,ok
ETH,1h,sma200__bbrk__obv,1.9917,-0.1366,1.8758,2.1283,414,cost_killed
ETH,1h,sma200__bbrk__mfi,1.8042,-0.1711,1.8758,1.9753,406,cost_killed
ETH,1h,sma200__bbrk__bbw,2.1222,-0.0936,1.8758,2.2158,412,cost_killed
ETH,1h,sma200__donch__vol,0.4742,-0.41,1.8758,0.8842,305,cost_killed
ETH,1h,sma200__donch__obv,0.2329,-0.5625,1.8758,0.7954,345,cost_killed
ETH,1h,sma200__donch__mfi,0.0945,-0.6081,1.8758,0.7026,342,cost_killed
ETH,1h,sma200__donch__bbw,0.3652,-0.5023,1.8758,0.8675,336,cost_killed
ETH,1h,sma200__stoch__vol,-0.0867,-0.1058,1.8758,0.019,7,signal_wrong
ETH,1h,sma200__stoch__obv,-0.0476,-0.0923,1.8758,0.0447,16,signal_wrong
ETH,1h,sma200__stoch__mfi,-0.0166,-0.0457,1.8758,0.0291,10,signal_wrong
ETH,1h,sma200__stoch__bbw,0.0533,-0.0659,1.8758,0.1192,40,cost_killed
ETH,1h,sma200__cci__vol,1.3036,-0.0555,1.8758,1.3592,297,cost_killed
ETH,1h,sma200__cci__obv,2.8306,-0.0106,1.8758,2.8412,451,cost_killed
ETH,1h,sma200__cci__mfi,2.509,-0.0434,1.8758,2.5523,433,cost_killed
ETH,1h,sma200__cci__bbw,2.0182,-0.0751,1.8758,2.0933,394,cost_killed
ETH,1h,sma200__wpr__vol,-0.1404,-0.2885,1.8758,0.1481,63,signal_wrong
ETH,1h,sma200__wpr__obv,-0.127,-0.4019,1.8758,0.2749,126,signal_wrong
ETH,1h,sma200__wpr__mfi,0.0282,-0.1865,1.8758,0.2147,78,cost_killed
ETH,1h,sma200__wpr__bbw,-0.0081,-0.3865,1.8758,0.3783,160,signal_wrong
ETH,1h,sma200__kelt__vol,1.3785,0.1226,1.8758,1.2559,250,ok
ETH,1h,sma200__kelt__obv,1.0323,-0.1235,1.8758,1.1558,280,cost_killed
ETH,1h,sma200__kelt__mfi,1.0357,-0.114,1.8758,1.1497,277,cost_killed
ETH,1h,sma200__kelt__bbw,1.1822,-0.033,1.8758,1.2152,271,cost_killed
ETH,1h,gc__rsi2__vol,-0.0275,-0.2925,1.8758,0.265,106,signal_wrong
ETH,1h,gc__rsi2__obv,0.0582,-0.2163,1.8758,0.2745,100,cost_killed
ETH,1h,gc__rsi2__mfi,0.1284,-0.3828,1.8758,0.5112,201,cost_killed
ETH,1h,gc__rsi2__bbw,-0.0811,-0.4615,1.8758,0.3804,178,signal_wrong
ETH,1h,gc__rsipb__vol,0.0621,-0.2435,1.8758,0.3056,113,cost_killed
ETH,1h,gc__rsipb__obv,0.2152,-0.0181,1.8758,0.2333,71,cost_killed
ETH,1h,gc__rsipb__mfi,0.1907,-0.118,1.8758,0.3087,100,cost_killed
ETH,1h,gc__rsipb__bbw,-0.102,-0.5723,1.8758,0.4703,247,signal_wrong
ETH,1h,gc__macd__vol,0.4151,-0.059,1.8758,0.4742,136,cost_killed
ETH,1h,gc__macd__obv,0.3724,-0.4979,1.8758,0.8703,335,cost_killed
ETH,1h,gc__macd__mfi,0.4501,-0.3494,1.8758,0.7994,267,cost_killed
ETH,1h,gc__macd__bbw,0.353,-0.2643,1.8758,0.6172,203,cost_killed
ETH,1h,gc__bbrk__vol,1.9885,0.4368,1.8758,1.5517,244,ok
ETH,1h,gc__bbrk__obv,1.9589,0.2618,1.8758,1.6971,284,ok
ETH,1h,gc__bbrk__mfi,1.7046,0.1742,1.8758,1.5304,278,ok
ETH,1h,gc__bbrk__bbw,1.8414,0.2152,1.8758,1.6262,283,ok
ETH,1h,gc__donch__vol,0.7143,-0.0653,1.8758,0.7795,202,cost_killed
ETH,1h,gc__donch__obv,0.521,-0.2331,1.8758,0.7541,228,cost_killed
ETH,1h,gc__donch__mfi,0.32,-0.3324,1.8758,0.6524,227,cost_killed
ETH,1h,gc__donch__bbw,0.5805,-0.1885,1.8758,0.769,222,cost_killed
ETH,1h,gc__stoch__vol,-0.0867,-0.1058,1.8758,0.019,7,signal_wrong
ETH,1h,gc__stoch__obv,-0.048,-0.0899,1.8758,0.0419,15,signal_wrong
ETH,1h,gc__stoch__mfi,-0.0166,-0.0457,1.8758,0.0291,10,signal_wrong
ETH,1h,gc__stoch__bbw,0.0885,-0.0434,1.8758,0.1318,43,cost_killed
ETH,1h,gc__cci__vol,1.0753,0.0658,1.8758,1.0095,222,ok
ETH,1h,gc__cci__obv,1.9417,0.0508,1.8758,1.891,343,ok
ETH,1h,gc__cci__mfi,1.5405,-0.0535,1.8758,1.594,329,cost_killed
ETH,1h,gc__cci__bbw,1.3818,-0.0262,1.8758,1.408,298,cost_killed
ETH,1h,gc__wpr__vol,-0.1286,-0.2894,1.8758,0.1609,68,signal_wrong
ETH,1h,gc__wpr__obv,-0.1073,-0.3791,1.8758,0.2718,121,signal_wrong
ETH,1h,gc__wpr__mfi,-0.024,-0.2301,1.8758,0.2061,79,signal_wrong
ETH,1h,gc__wpr__bbw,0.0085,-0.409,1.8758,0.4175,178,cost_killed
ETH,1h,gc__kelt__vol,1.2344,0.3574,1.8758,0.877,166,ok
ETH,1h,gc__kelt__obv,1.1095,0.1888,1.8758,0.9207,191,ok
ETH,1h,gc__kelt__mfi,1.0821,0.1805,1.8758,0.9016,189,ok
ETH,1h,gc__kelt__bbw,1.1185,0.2193,1.8758,0.8992,184,ok
ETH,1h,ema__rsi2__vol,-0.0291,-0.3309,1.8758,0.3018,124,signal_wrong
ETH,1h,ema__rsi2__obv,-0.0009,-0.3727,1.8758,0.3718,155,signal_wrong
ETH,1h,ema__rsi2__mfi,-0.063,-0.6272,1.8758,0.5642,307,signal_wrong
ETH,1h,ema__rsi2__bbw,0.0495,-0.3528,1.8758,0.4023,161,cost_killed
ETH,1h,ema__rsipb__vol,0.0662,-0.1307,1.8758,0.1969,68,cost_killed
ETH,1h,ema__rsipb__obv,0.1487,0.0818,1.8758,0.0669,20,ok
ETH,1h,ema__rsipb__mfi,0.1259,-0.054,1.8758,0.1799,58,cost_killed
ETH,1h,ema__rsipb__bbw,0.2963,-0.0399,1.8758,0.3362,100,cost_killed
ETH,1h,ema__macd__vol,1.4643,0.5616,1.8758,0.9027,152,ok
ETH,1h,ema__macd__obv,1.2467,-0.1632,1.8758,1.4099,329,cost_killed
ETH,1h,ema__macd__mfi,1.1457,-0.1307,1.8758,1.2764,301,cost_killed
ETH,1h,ema__macd__bbw,1.7541,0.3524,1.8758,1.4017,237,ok
ETH,1h,ema__bbrk__vol,2.8374,0.1973,1.8758,2.6401,388,ok
ETH,1h,ema__bbrk__obv,2.7332,-0.0416,1.8758,2.7748,453,cost_killed
ETH,1h,ema__bbrk__mfi,2.2443,-0.1443,1.8758,2.3886,444,cost_killed
ETH,1h,ema__bbrk__bbw,3.237,0.1141,1.8758,3.1228,445,ok
ETH,1h,ema__donch__vol,1.6396,-0.0022,1.8758,1.6418,324,cost_killed
ETH,1h,ema__donch__obv,1.1352,-0.2887,1.8758,1.4239,366,cost_killed
ETH,1h,ema__donch__mfi,0.9981,-0.3304,1.8758,1.3285,364,cost_killed
ETH,1h,ema__donch__bbw,1.1605,-0.2605,1.8758,1.421,357,cost_killed
ETH,1h,ema__stoch__vol,-0.0177,-0.0236,1.8758,0.0059,2,signal_wrong
ETH,1h,ema__stoch__obv,-0.0029,-0.0468,1.8758,0.0439,15,signal_wrong
ETH,1h,ema__stoch__mfi,-0.0396,-0.0624,1.8758,0.0228,8,signal_wrong
ETH,1h,ema__stoch__bbw,0.0802,0.0358,1.8758,0.0444,14,ok
ETH,1h,ema__cci__vol,2.5724,0.3754,1.8758,2.197,318,ok
ETH,1h,ema__cci__obv,3.6336,0.0711,1.8758,3.5625,488,ok
ETH,1h,ema__cci__mfi,2.2909,-0.2372,1.8758,2.5281,487,cost_killed
ETH,1h,ema__cci__bbw,3.2007,0.1317,1.8758,3.0691,437,ok
ETH,1h,ema__wpr__vol,0.116,-0.0367,1.8758,0.1527,49,cost_killed
ETH,1h,ema__wpr__obv,0.0551,-0.288,1.8758,0.3431,131,cost_killed
ETH,1h,ema__wpr__mfi,0.2157,-0.0667,1.8758,0.2824,88,cost_killed
ETH,1h,ema__wpr__bbw,0.3772,0.0262,1.8758,0.351,98,ok
ETH,1h,ema__kelt__vol,1.4634,0.1082,1.8758,1.3552,266,ok
ETH,1h,ema__kelt__obv,1.0017,-0.1796,1.8758,1.1814,297,cost_killed
ETH,1h,ema__kelt__mfi,1.0057,-0.1705,1.8758,1.1761,294,cost_killed
ETH,1h,ema__kelt__bbw,1.1311,-0.108,1.8758,1.2391,290,cost_killed
ETH,1h,st__rsi2__vol,-0.1188,-0.3927,1.8758,0.2739,124,signal_wrong
ETH,1h,st__rsi2__obv,0.1101,-0.2773,1.8758,0.3875,143,cost_killed
ETH,1h,st__rsi2__mfi,-0.0006,-0.5596,1.8758,0.559,273,signal_wrong
ETH,1h,st__rsi2__bbw,-0.0103,-0.4024,1.8758,0.3921,168,signal_wrong
ETH,1h,st__rsipb__vol,-0.1026,-0.2814,1.8758,0.1787,74,signal_wrong
ETH,1h,st__rsipb__obv,0.1731,0.0819,1.8758,0.0913,27,ok
ETH,1h,st__rsipb__mfi,0.4128,0.1731,1.8758,0.2398,62,ok
ETH,1h,st__rsipb__bbw,0.0752,-0.2895,1.8758,0.3647,138,cost_killed
ETH,1h,st__macd__vol,0.7247,0.051,1.8758,0.6738,165,ok
ETH,1h,st__macd__obv,0.3138,-0.5166,1.8758,0.8304,333,cost_killed
ETH,1h,st__macd__mfi,0.3589,-0.4224,1.8758,0.7813,285,cost_killed
ETH,1h,st__macd__bbw,0.6938,-0.1782,1.8758,0.872,241,cost_killed
ETH,1h,st__bbrk__vol,3.1999,0.3026,1.8758,2.8973,390,ok
ETH,1h,st__bbrk__obv,2.3589,-0.1113,1.8758,2.4703,443,cost_killed
ETH,1h,st__bbrk__mfi,2.3728,-0.0804,1.8758,2.4532,433,cost_killed
ETH,1h,st__bbrk__bbw,2.8448,0.0388,1.8758,2.806,436,ok
ETH,1h,st__donch__vol,1.1593,-0.1982,1.8758,1.3576,330,cost_killed
ETH,1h,st__donch__obv,0.7343,-0.4135,1.8758,1.1477,361,cost_killed
ETH,1h,st__donch__mfi,0.5649,-0.4611,1.8758,1.026,355,cost_killed
ETH,1h,st__donch__bbw,0.8986,-0.3443,1.8758,1.2428,354,cost_killed
ETH,1h,st__stoch__vol,0.0699,0.0603,1.8758,0.0096,3,ok
ETH,1h,st__stoch__obv,0.013,-0.0432,1.8758,0.0562,19,cost_killed
ETH,1h,st__stoch__mfi,0.0311,-0.0114,1.8758,0.0424,14,cost_killed
ETH,1h,st__stoch__bbw,0.0892,0.0075,1.8758,0.0818,26,ok
ETH,1h,st__cci__vol,2.4635,0.3177,1.8758,2.1458,322,ok
ETH,1h,st__cci__obv,3.2622,0.1173,1.8758,3.1448,446,ok
ETH,1h,st__cci__mfi,2.5482,-0.0064,1.8758,2.5547,424,cost_killed
ETH,1h,st__cci__bbw,3.0531,0.2127,1.8758,2.8404,402,ok
ETH,1h,st__wpr__vol,-0.0035,-0.1654,1.8758,0.1619,59,signal_wrong
ETH,1h,st__wpr__obv,-0.1044,-0.3975,1.8758,0.293,132,signal_wrong
ETH,1h,st__wpr__mfi,0.2664,-0.0365,1.8758,0.3029,91,cost_killed
ETH,1h,st__wpr__bbw,0.3014,-0.1218,1.8758,0.4232,131,cost_killed
ETH,1h,st__kelt__vol,1.5993,0.1486,1.8758,1.4507,272,ok
ETH,1h,st__kelt__obv,1.0991,-0.1499,1.8758,1.2489,301,cost_killed
ETH,1h,st__kelt__mfi,1.156,-0.1162,1.8758,1.2722,297,cost_killed
ETH,1h,st__kelt__bbw,1.2347,-0.0757,1.8758,1.3104,294,cost_killed
